Logger: #E50A33 'PT1000TEMP' - USP_EXP2 - (CGI) Expander for GP5W - (V2.60, Mai 12 2013),,
No,Time,#1:oC,#HK-Bat:V
635,26.05.2015 21:00:00,20.4972,
636,26.05.2015 22:00:00,20.5191,
637,26.05.2015 23:00:00,20.5658,
638,27.05.2015 00:00:00,20.6413,3.652
639,27.05.2015 01:00:00,20.7451,
640,27.05.2015 02:00:00,20.8241,
641,27.05.2015 03:00:00,20.8765,
642,27.05.2015 04:00:00,20.9141,
643,27.05.2015 05:00:00,20.9272,
644,27.05.2015 06:00:00,20.9684,3.652
645,27.05.2015 07:00:00,21.0322,
646,27.05.2015 08:00:00,21.1463,
647,27.05.2015 09:00:00,21.2539,
648,27.05.2015 10:00:00,21.3768,
649,27.05.2015 11:00:00,21.4911,
650,27.05.2015 12:00:00,21.6018,3.656
651,27.05.2015 13:00:00,21.7058,
652,27.05.2015 14:00:00,21.7635,
653,27.05.2015 15:00:00,21.7685,
654,27.05.2015 16:00:00,21.7186,
655,27.05.2015 17:00:00,21.6627,
656,27.05.2015 18:00:00,21.5478,3.656
657,27.05.2015 19:00:00,21.4478,
658,27.05.2015 20:00:00,21.346,
659,27.05.2015 21:00:00,21.267,
660,27.05.2015 22:00:00,21.252,
661,27.05.2015 23:00:00,21.2597,
662,28.05.2015 00:00:00,21.312,3.655
663,28.05.2015 01:00:00,21.3668,
664,28.05.2015 02:00:00,21.3875,
665,28.05.2015 03:00:00,21.365,
666,28.05.2015 04:00:00,21.3166,
667,28.05.2015 05:00:00,21.2813,
668,28.05.2015 06:00:00,21.3096,3.657
669,28.05.2015 07:00:00,21.3734,
670,28.05.2015 08:00:00,21.4559,
671,28.05.2015 09:00:00,21.5495,
672,28.05.2015 10:00:00,21.6486,
673,28.05.2015 11:00:00,21.7147,
674,28.05.2015 12:00:00,21.787,3.658
675,28.05.2015 13:00:00,21.8335,
676,28.05.2015 14:00:00,21.8081,
677,28.05.2015 15:00:00,21.7033,
678,28.05.2015 16:00:00,21.5853,
679,28.05.2015 17:00:00,21.4657,
680,28.05.2015 18:00:00,21.3873,3.657
681,28.05.2015 19:00:00,21.3651,
682,28.05.2015 20:00:00,21.3585,
683,28.05.2015 21:00:00,21.3706,
684,28.05.2015 22:00:00,21.3811,
685,28.05.2015 23:00:00,21.3909,
686,29.05.2015 00:00:00,21.4133,3.656
687,29.05.2015 01:00:00,21.4507,
688,29.05.2015 02:00:00,21.4787,
689,29.05.2015 03:00:00,21.4424,
690,29.05.2015 04:00:00,21.3946,
691,29.05.2015 05:00:00,21.3437,
692,29.05.2015 06:00:00,21.2698,3.655
693,29.05.2015 07:00:00,21.2228,
694,29.05.2015 08:00:00,21.1827,
695,29.05.2015 09:00:00,21.1489,
696,29.05.2015 10:00:00,21.1198,
697,29.05.2015 11:00:00,21.0875,
698,29.05.2015 12:00:00,21.0437,3.654
699,29.05.2015 13:00:00,21.023,
700,29.05.2015 14:00:00,20.9929,
701,29.05.2015 15:00:00,20.9708,
702,29.05.2015 16:00:00,20.9357,
703,29.05.2015 17:00:00,20.9046,
704,29.05.2015 18:00:00,20.8679,3.652
705,29.05.2015 19:00:00,20.8572,
706,29.05.2015 20:00:00,20.8417,
707,29.05.2015 21:00:00,20.8369,
708,29.05.2015 22:00:00,20.8456,
709,29.05.2015 23:00:00,20.8495,
710,30.05.2015 00:00:00,20.8686,3.654
711,30.05.2015 01:00:00,20.933,
712,30.05.2015 02:00:00,21.042,
713,30.05.2015 03:00:00,21.1741,
714,30.05.2015 04:00:00,21.3127,
715,30.05.2015 05:00:00,21.4496,
716,30.05.2015 06:00:00,21.5865,3.658
717,30.05.2015 07:00:00,21.7002,
718,30.05.2015 08:00:00,21.8188,
719,30.05.2015 09:00:00,21.9233,
720,30.05.2015 10:00:00,22.0224,
721,30.05.2015 11:00:00,22.1149,
722,30.05.2015 12:00:00,22.206,3.659
723,30.05.2015 13:00:00,22.2911,
724,30.05.2015 14:00:00,22.3805,
725,30.05.2015 15:00:00,22.5017,
726,30.05.2015 16:00:00,22.6415,
727,30.05.2015 17:00:00,22.7936,
728,30.05.2015 18:00:00,22.8888,3.661
729,30.05.2015 19:00:00,22.9214,
730,30.05.2015 20:00:00,22.8859,
731,30.05.2015 21:00:00,22.8241,
732,30.05.2015 22:00:00,22.7317,
733,30.05.2015 23:00:00,22.6274,
734,31.05.2015 00:00:00,22.4977,3.661
735,31.05.2015 01:00:00,22.3731,
736,31.05.2015 02:00:00,22.2394,
737,31.05.2015 03:00:00,22.1046,
738,31.05.2015 04:00:00,21.9843,
739,31.05.2015 05:00:00,21.8601,
740,31.05.2015 06:00:00,21.7303,3.657
741,31.05.2015 07:00:00,21.6141,
742,31.05.2015 08:00:00,21.4858,
743,31.05.2015 09:00:00,21.3694,
744,31.05.2015 10:00:00,21.2662,
745,31.05.2015 11:00:00,21.1729,
746,31.05.2015 12:00:00,21.09,3.653
747,31.05.2015 13:00:00,21.0001,
748,31.05.2015 14:00:00,20.9155,
749,31.05.2015 15:00:00,20.8324,
750,31.05.2015 16:00:00,20.7701,
751,31.05.2015 17:00:00,20.7124,
752,31.05.2015 18:00:00,20.657,3.653
753,31.05.2015 19:00:00,20.6278,
754,31.05.2015 20:00:00,20.613,
755,31.05.2015 21:00:00,20.6129,
756,31.05.2015 22:00:00,20.613,
757,31.05.2015 23:00:00,20.5795,
758,01.06.2015 00:00:00,20.5261,3.654
759,01.06.2015 01:00:00,20.4673,
760,01.06.2015 02:00:00,20.393,
761,01.06.2015 03:00:00,20.321,
762,01.06.2015 04:00:00,20.2582,
763,01.06.2015 05:00:00,20.2098,
764,01.06.2015 06:00:00,20.1744,3.65
765,01.06.2015 07:00:00,20.1609,
766,01.06.2015 08:00:00,20.1528,
767,01.06.2015 09:00:00,20.1576,
768,01.06.2015 10:00:00,20.1699,
769,01.06.2015 11:00:00,20.1819,
770,01.06.2015 12:00:00,20.2077,3.649
771,01.06.2015 13:00:00,20.2223,
772,01.06.2015 14:00:00,20.2154,
773,01.06.2015 15:00:00,20.2289,
774,01.06.2015 16:00:00,20.241,
775,01.06.2015 17:00:00,20.2611,
776,01.06.2015 18:00:00,20.294,3.65
777,01.06.2015 19:00:00,20.3059,
778,01.06.2015 20:00:00,20.2919,
779,01.06.2015 21:00:00,20.2654,
780,01.06.2015 22:00:00,20.2416,
781,01.06.2015 23:00:00,20.2219,
782,02.06.2015 00:00:00,20.1979,3.649
783,02.06.2015 01:00:00,20.177,
784,02.06.2015 02:00:00,20.14,
785,02.06.2015 03:00:00,20.1064,
786,02.06.2015 04:00:00,20.0711,
787,02.06.2015 05:00:00,20.0307,
788,02.06.2015 06:00:00,20.0087,3.648
789,02.06.2015 07:00:00,20.0006,
790,02.06.2015 08:00:00,20.009,
791,02.06.2015 09:00:00,20.0243,
792,02.06.2015 10:00:00,20.0517,
793,02.06.2015 11:00:00,20.0769,
794,02.06.2015 12:00:00,20.0963,3.648
795,02.06.2015 13:00:00,20.1175,
796,02.06.2015 14:00:00,20.1434,
797,02.06.2015 15:00:00,20.1686,
798,02.06.2015 16:00:00,20.1882,
799,02.06.2015 17:00:00,20.2078,
800,02.06.2015 18:00:00,20.2311,3.651
801,02.06.2015 19:00:00,20.2656,
802,02.06.2015 20:00:00,20.2842,
803,02.06.2015 21:00:00,20.3044,
804,02.06.2015 22:00:00,20.2915,
805,02.06.2015 23:00:00,20.2628,
806,03.06.2015 00:00:00,20.2385,3.648
807,03.06.2015 01:00:00,20.2406,
808,03.06.2015 02:00:00,20.2088,
809,03.06.2015 03:00:00,20.1837,
810,03.06.2015 04:00:00,20.147,
811,03.06.2015 05:00:00,20.1011,
812,03.06.2015 06:00:00,20.0808,3.647
813,03.06.2015 07:00:00,20.05,
814,03.06.2015 08:00:00,20.021,
815,03.06.2015 09:00:00,19.9979,
816,03.06.2015 10:00:00,19.9731,
817,03.06.2015 11:00:00,19.9409,
818,03.06.2015 12:00:00,19.8854,3.649
819,03.06.2015 13:00:00,19.8337,
820,03.06.2015 14:00:00,19.7768,
821,03.06.2015 15:00:00,19.7243,
822,03.06.2015 16:00:00,19.6847,
823,03.06.2015 17:00:00,19.6757,
824,03.06.2015 18:00:00,19.6615,3.647
825,03.06.2015 19:00:00,19.6667,
826,03.06.2015 20:00:00,19.6566,
827,03.06.2015 21:00:00,19.6533,
828,03.06.2015 22:00:00,19.6395,
829,03.06.2015 23:00:00,19.6493,
830,04.06.2015 00:00:00,19.6637,3.645
831,04.06.2015 01:00:00,19.6953,
832,04.06.2015 02:00:00,19.7264,
833,04.06.2015 03:00:00,19.7366,
834,04.06.2015 04:00:00,19.7286,
835,04.06.2015 05:00:00,19.7198,
836,04.06.2015 06:00:00,19.7169,3.648
837,04.06.2015 07:00:00,19.7203,
838,04.06.2015 08:00:00,19.7327,
839,04.06.2015 09:00:00,19.7565,
840,04.06.2015 10:00:00,19.7598,
841,04.06.2015 11:00:00,19.7701,
842,04.06.2015 12:00:00,19.7742,3.647
843,04.06.2015 13:00:00,19.7647,
844,04.06.2015 14:00:00,19.7425,
845,04.06.2015 15:00:00,19.7325,
846,04.06.2015 16:00:00,19.7275,
847,04.06.2015 17:00:00,19.702,
848,04.06.2015 18:00:00,19.6928,3.645
849,04.06.2015 19:00:00,19.6699,
850,04.06.2015 20:00:00,19.648,
851,04.06.2015 21:00:00,19.6523,
852,04.06.2015 22:00:00,19.6686,
853,04.06.2015 23:00:00,19.6784,
854,05.06.2015 00:00:00,19.7176,3.648
855,05.06.2015 01:00:00,19.7894,
856,05.06.2015 02:00:00,19.8604,
857,05.06.2015 03:00:00,19.9231,
858,05.06.2015 04:00:00,19.9558,
859,05.06.2015 05:00:00,19.9798,
860,05.06.2015 06:00:00,20.0121,3.648
861,05.06.2015 07:00:00,20.098,
862,05.06.2015 08:00:00,20.2191,
863,05.06.2015 09:00:00,20.3648,
864,05.06.2015 10:00:00,20.5175,
865,05.06.2015 11:00:00,20.6521,
866,05.06.2015 12:00:00,20.7855,3.652
867,05.06.2015 13:00:00,20.8917,
868,05.06.2015 14:00:00,20.9459,
869,05.06.2015 15:00:00,20.9476,
870,05.06.2015 16:00:00,20.9087,
871,05.06.2015 17:00:00,20.8484,
872,05.06.2015 18:00:00,20.7906,3.651
873,05.06.2015 19:00:00,20.7357,
874,05.06.2015 20:00:00,20.6622,
875,05.06.2015 21:00:00,20.6102,
876,05.06.2015 22:00:00,20.5715,
877,05.06.2015 23:00:00,20.5356,
878,06.06.2015 00:00:00,20.4856,3.651
879,06.06.2015 01:00:00,20.4563,
880,06.06.2015 02:00:00,20.4199,
881,06.06.2015 03:00:00,20.3884,
882,06.06.2015 04:00:00,20.3723,
883,06.06.2015 05:00:00,20.3484,
884,06.06.2015 06:00:00,20.3409,3.65
885,06.06.2015 07:00:00,20.3309,
886,06.06.2015 08:00:00,20.3209,
887,06.06.2015 09:00:00,20.2987,
888,06.06.2015 10:00:00,20.2639,
889,06.06.2015 11:00:00,20.2257,
890,06.06.2015 12:00:00,20.157,3.648
891,06.06.2015 13:00:00,20.0732,
892,06.06.2015 14:00:00,20.0033,
893,06.06.2015 15:00:00,19.9285,
894,06.06.2015 16:00:00,19.856,
895,06.06.2015 17:00:00,19.8093,
896,06.06.2015 18:00:00,19.7707,3.647
897,06.06.2015 19:00:00,19.7578,
898,06.06.2015 20:00:00,19.7437,
899,06.06.2015 21:00:00,19.7094,
900,06.06.2015 22:00:00,19.6935,
901,06.06.2015 23:00:00,19.6687,
902,07.06.2015 00:00:00,19.6628,3.646
903,07.06.2015 01:00:00,19.6869,
904,07.06.2015 02:00:00,19.7171,
905,07.06.2015 03:00:00,19.7137,
906,07.06.2015 04:00:00,19.6998,
907,07.06.2015 05:00:00,19.6895,
908,07.06.2015 06:00:00,19.6713,3.646
909,07.06.2015 07:00:00,19.6724,
910,07.06.2015 08:00:00,19.6642,
911,07.06.2015 09:00:00,19.6666,
912,07.06.2015 10:00:00,19.674,
913,07.06.2015 11:00:00,19.6753,
914,07.06.2015 12:00:00,19.664,3.647
915,07.06.2015 13:00:00,19.6575,
916,07.06.2015 14:00:00,19.6504,
917,07.06.2015 15:00:00,19.632,
918,07.06.2015 16:00:00,19.6131,
919,07.06.2015 17:00:00,19.5959,
920,07.06.2015 18:00:00,19.544,3.645
921,07.06.2015 19:00:00,19.5089,
922,07.06.2015 20:00:00,19.4948,
923,07.06.2015 21:00:00,19.47,
924,07.06.2015 22:00:00,19.4633,
925,07.06.2015 23:00:00,19.4488,
926,08.06.2015 00:00:00,19.4588,3.645
927,08.06.2015 01:00:00,19.4929,
928,08.06.2015 02:00:00,19.5208,
929,08.06.2015 03:00:00,19.5347,
930,08.06.2015 04:00:00,19.5467,
931,08.06.2015 05:00:00,19.5612,
932,08.06.2015 06:00:00,19.5651,3.643
933,08.06.2015 07:00:00,19.5855,
934,08.06.2015 08:00:00,19.6366,
935,08.06.2015 09:00:00,19.7274,
936,08.06.2015 10:00:00,19.8415,
937,08.06.2015 11:00:00,19.9806,
938,08.06.2015 12:00:00,20.1226,3.647
939,08.06.2015 13:00:00,20.2375,
940,08.06.2015 14:00:00,20.3118,
941,08.06.2015 15:00:00,20.3345,
942,08.06.2015 16:00:00,20.3187,
943,08.06.2015 17:00:00,20.2849,
944,08.06.2015 18:00:00,20.2524,3.649
945,08.06.2015 19:00:00,20.2213,
946,08.06.2015 20:00:00,20.175,
947,08.06.2015 21:00:00,20.1295,
948,08.06.2015 22:00:00,20.0948,
949,08.06.2015 23:00:00,20.0724,
950,09.06.2015 00:00:00,20.0456,3.647
951,09.06.2015 01:00:00,20.0109,
952,09.06.2015 02:00:00,19.9818,
953,09.06.2015 03:00:00,19.948,
954,09.06.2015 04:00:00,19.9151,
955,09.06.2015 05:00:00,19.8761,
956,09.06.2015 06:00:00,19.8378,3.647
957,09.06.2015 07:00:00,19.8335,
958,09.06.2015 08:00:00,19.877,
959,09.06.2015 09:00:00,19.9206,
960,09.06.2015 10:00:00,19.9754,
961,09.06.2015 11:00:00,20.0384,
962,09.06.2015 12:00:00,20.0986,3.647
963,09.06.2015 13:00:00,20.1568,
964,09.06.2015 14:00:00,20.1945,
965,09.06.2015 15:00:00,20.2032,
966,09.06.2015 16:00:00,20.1788,
967,09.06.2015 17:00:00,20.1465,
968,09.06.2015 18:00:00,20.116,3.648
969,09.06.2015 19:00:00,20.091,
970,09.06.2015 20:00:00,20.057,
971,09.06.2015 21:00:00,20.0617,
972,09.06.2015 22:00:00,20.0714,
973,09.06.2015 23:00:00,20.0822,
974,10.06.2015 00:00:00,20.0826,3.646
975,10.06.2015 01:00:00,20.0724,
976,10.06.2015 02:00:00,20.0564,
977,10.06.2015 03:00:00,20.0413,
978,10.06.2015 04:00:00,20.0061,
979,10.06.2015 05:00:00,19.9768,
980,10.06.2015 06:00:00,19.9489,3.647
981,10.06.2015 07:00:00,19.9408,
982,10.06.2015 08:00:00,19.9375,
983,10.06.2015 09:00:00,19.9429,
984,10.06.2015 10:00:00,19.9571,
985,10.06.2015 11:00:00,19.9678,
986,10.06.2015 12:00:00,19.9793,3.648
987,10.06.2015 13:00:00,20.0004,
988,10.06.2015 14:00:00,20.0018,
989,10.06.2015 15:00:00,19.9868,
990,10.06.2015 16:00:00,19.9557,
991,10.06.2015 17:00:00,19.9165,
992,10.06.2015 18:00:00,19.8747,3.646
993,10.06.2015 19:00:00,19.8246,
994,10.06.2015 20:00:00,19.7978,
995,10.06.2015 21:00:00,19.7788,
996,10.06.2015 22:00:00,19.7612,
997,10.06.2015 23:00:00,19.7276,
998,11.06.2015 00:00:00,19.708,3.645
999,11.06.2015 01:00:00,19.6659,
1000,11.06.2015 02:00:00,19.6447,
1001,11.06.2015 03:00:00,19.6246,
1002,11.06.2015 04:00:00,19.6077,
1003,11.06.2015 05:00:00,19.605,
1004,11.06.2015 06:00:00,19.6238,3.646
1005,11.06.2015 07:00:00,19.6761,
1006,11.06.2015 08:00:00,19.7193,
1007,11.06.2015 09:00:00,19.7879,
1008,11.06.2015 10:00:00,19.8334,
1009,11.06.2015 11:00:00,19.8888,
1010,11.06.2015 12:00:00,19.916,3.646
1011,11.06.2015 13:00:00,19.9302,
1012,11.06.2015 14:00:00,19.9286,
1013,11.06.2015 15:00:00,19.8978,
1014,11.06.2015 16:00:00,19.8501,
1015,11.06.2015 17:00:00,19.8067,
1016,11.06.2015 18:00:00,19.7523,3.644
1017,11.06.2015 19:00:00,19.6916,
1018,11.06.2015 20:00:00,19.6516,
1019,11.06.2015 21:00:00,19.6188,
1020,11.06.2015 22:00:00,19.5935,
1021,11.06.2015 23:00:00,19.6184,
1022,12.06.2015 00:00:00,19.648,3.647
1023,12.06.2015 01:00:00,19.7054,
1024,12.06.2015 02:00:00,19.7382,
1025,12.06.2015 03:00:00,19.7558,
1026,12.06.2015 04:00:00,19.7521,
1027,12.06.2015 05:00:00,19.7182,
1028,12.06.2015 06:00:00,19.7175,3.645
1029,12.06.2015 07:00:00,19.7527,
1030,12.06.2015 08:00:00,19.8143,
1031,12.06.2015 09:00:00,19.9126,
1032,12.06.2015 10:00:00,20.0028,
1033,12.06.2015 11:00:00,20.0814,
1034,12.06.2015 12:00:00,20.1643,3.646
1035,12.06.2015 13:00:00,20.2313,
1036,12.06.2015 14:00:00,20.2281,
1037,12.06.2015 15:00:00,20.2064,
1038,12.06.2015 16:00:00,20.129,
1039,12.06.2015 17:00:00,20.0553,
1040,12.06.2015 18:00:00,19.9767,3.649
1041,12.06.2015 19:00:00,19.9181,
1042,12.06.2015 20:00:00,19.8349,
1043,12.06.2015 21:00:00,19.7891,
1044,12.06.2015 22:00:00,19.7398,
1045,12.06.2015 23:00:00,19.6991,
1046,13.06.2015 00:00:00,19.6801,3.645
1047,13.06.2015 01:00:00,19.652,
1048,13.06.2015 02:00:00,19.6425,
1049,13.06.2015 03:00:00,19.608,
1050,13.06.2015 04:00:00,19.5898,
1051,13.06.2015 05:00:00,19.5704,
1052,13.06.2015 06:00:00,19.5449,3.646
1053,13.06.2015 07:00:00,19.5318,
1054,13.06.2015 08:00:00,19.5264,
1055,13.06.2015 09:00:00,19.5151,
1056,13.06.2015 10:00:00,19.5104,
1057,13.06.2015 11:00:00,19.4816,
1058,13.06.2015 12:00:00,19.4553,3.643
1059,13.06.2015 13:00:00,19.4231,
1060,13.06.2015 14:00:00,19.3994,
1061,13.06.2015 15:00:00,19.3807,
1062,13.06.2015 16:00:00,19.3576,
1063,13.06.2015 17:00:00,19.3325,
1064,13.06.2015 18:00:00,19.3075,3.642
1065,13.06.2015 19:00:00,19.2873,
1066,13.06.2015 20:00:00,19.2646,
1067,13.06.2015 21:00:00,19.5314,
1068,13.06.2015 22:00:00,19.5816,
1069,13.06.2015 23:00:00,19.5908,
1070,14.06.2015 00:00:00,19.6073,3.646
1071,14.06.2015 01:00:00,19.6405,
1072,14.06.2015 02:00:00,19.6591,
1073,14.06.2015 03:00:00,19.6494,
1074,14.06.2015 04:00:00,19.6405,
1075,14.06.2015 05:00:00,19.6399,
1076,14.06.2015 06:00:00,19.6268,3.643
1077,14.06.2015 07:00:00,19.6416,
1078,14.06.2015 08:00:00,19.6764,
1079,14.06.2015 09:00:00,19.7278,
1080,14.06.2015 10:00:00,19.7715,
1081,14.06.2015 11:00:00,19.814,
1082,14.06.2015 12:00:00,19.863,3.646
1083,14.06.2015 13:00:00,19.8883,
1084,14.06.2015 14:00:00,19.8891,
1085,14.06.2015 15:00:00,19.8652,
1086,14.06.2015 16:00:00,19.8028,
1087,14.06.2015 17:00:00,19.7475,
1088,14.06.2015 18:00:00,19.6825,3.646
1089,14.06.2015 19:00:00,19.6593,
1090,14.06.2015 20:00:00,19.6457,
1091,14.06.2015 21:00:00,19.6338,
1092,14.06.2015 22:00:00,19.6218,
1093,14.06.2015 23:00:00,19.6211,
1094,15.06.2015 00:00:00,19.621,3.646
1095,15.06.2015 01:00:00,19.6162,
1096,15.06.2015 02:00:00,19.6035,
1097,15.06.2015 03:00:00,19.5782,
1098,15.06.2015 04:00:00,19.5544,
1099,15.06.2015 05:00:00,19.5069,
1100,15.06.2015 06:00:00,19.4831,3.645
1101,15.06.2015 07:00:00,19.4898,
1102,15.06.2015 08:00:00,19.5524,
1103,15.06.2015 09:00:00,19.6132,
1104,15.06.2015 10:00:00,19.669,
1105,15.06.2015 11:00:00,19.7104,
1106,15.06.2015 12:00:00,19.7387,3.645
1107,15.06.2015 13:00:00,19.7704,
1108,15.06.2015 14:00:00,19.7916,
1109,15.06.2015 15:00:00,20.2022,
1110,15.06.2015 16:00:00,20.8,
1111,15.06.2015 17:00:00,20.6294,
1112,15.06.2015 18:00:00,20.6743,3.651
1113,15.06.2015 19:00:00,20.7423,
1114,15.06.2015 20:00:00,20.9156,
1115,15.06.2015 21:00:00,20.9531,
1116,15.06.2015 22:00:00,21.0676,
1117,15.06.2015 23:00:00,21.2077,
1118,16.06.2015 00:00:00,21.3455,3.651
1119,16.06.2015 01:00:00,21.4738,
1120,16.06.2015 02:00:00,21.548,
1121,16.06.2015 03:00:00,21.5857,
1122,16.06.2015 04:00:00,21.584,
1123,16.06.2015 05:00:00,21.582,
1124,16.06.2015 06:00:00,21.5688,3.653
1125,16.06.2015 07:00:00,21.5614,
1126,16.06.2015 08:00:00,21.5476,
1127,16.06.2015 09:00:00,21.5497,
1128,16.06.2015 10:00:00,21.5459,
1129,16.06.2015 11:00:00,21.5463,
1130,16.06.2015 12:00:00,21.5517,3.654
1131,16.06.2015 13:00:00,21.5425,
1132,16.06.2015 14:00:00,21.5286,
1133,16.06.2015 15:00:00,21.5103,
1134,16.06.2015 16:00:00,21.4883,
1135,16.06.2015 17:00:00,21.4888,
1136,16.06.2015 18:00:00,21.5243,3.653
1137,16.06.2015 19:00:00,21.558,
1138,16.06.2015 20:00:00,21.5643,
1139,16.06.2015 21:00:00,21.5968,
1140,16.06.2015 22:00:00,21.6823,
1141,16.06.2015 23:00:00,21.7749,
1142,17.06.2015 00:00:00,21.93,3.656
1143,17.06.2015 01:00:00,22.0801,
1144,17.06.2015 02:00:00,22.1436,
1145,17.06.2015 03:00:00,22.1877,
1146,17.06.2015 04:00:00,22.1712,
1147,17.06.2015 05:00:00,22.1309,
1148,17.06.2015 06:00:00,22.0777,3.656
1149,17.06.2015 07:00:00,21.9978,
1150,17.06.2015 08:00:00,21.9211,
1151,17.06.2015 09:00:00,21.8358,
1152,17.06.2015 10:00:00,21.7445,
1153,17.06.2015 11:00:00,21.6532,
1154,17.06.2015 12:00:00,21.5399,3.656
1155,17.06.2015 13:00:00,21.4495,
1156,17.06.2015 14:00:00,21.3637,
1157,17.06.2015 15:00:00,21.3223,
1158,17.06.2015 16:00:00,21.3605,
1159,17.06.2015 17:00:00,21.484,
1160,17.06.2015 18:00:00,21.476,3.653
1161,17.06.2015 19:00:00,21.4848,
1162,17.06.2015 20:00:00,21.4803,
1163,17.06.2015 21:00:00,21.4975,
1164,17.06.2015 22:00:00,21.5168,
1165,17.06.2015 23:00:00,21.5919,
1166,18.06.2015 00:00:00,21.6954,3.656
1167,18.06.2015 01:00:00,21.7105,
1168,18.06.2015 02:00:00,21.7283,
1169,18.06.2015 03:00:00,21.9924,
1170,18.06.2015 04:00:00,22.3635,
(Parameter changed ('E50A33_20150618022613')),,,
1171,18.06.2015 02:26:33,23.5769,3.647
1172,18.06.2015 02:40:00,23.587,3.649
1173,18.06.2015 03:00:00,23.5121,
1174,18.06.2015 03:20:00,23.3869,3.649
1175,18.06.2015 03:40:00,23.3279,
1176,18.06.2015 04:00:00,23.2302,
1177,18.06.2015 04:20:00,23.1629,
1178,18.06.2015 04:40:00,23.123,
1179,18.06.2015 05:00:00,23.1178,
1180,18.06.2015 05:20:00,23.1159,
1181,18.06.2015 05:40:00,23.1226,
1182,18.06.2015 06:00:00,23.1263,
1183,18.06.2015 06:20:00,23.1257,
1184,18.06.2015 06:40:00,23.1405,
1185,18.06.2015 07:00:00,23.1503,
1186,18.06.2015 07:20:00,23.1664,
1187,18.06.2015 07:40:00,23.1722,
1188,18.06.2015 08:00:00,23.1778,
1189,18.06.2015 08:20:00,23.1947,
1190,18.06.2015 08:40:00,23.197,
1191,18.06.2015 09:00:00,23.1929,
1192,18.06.2015 09:20:00,23.1998,
1193,18.06.2015 09:40:00,23.1817,
1194,18.06.2015 10:00:00,23.1648,
1195,18.06.2015 10:20:00,23.1571,
1196,18.06.2015 10:40:00,23.1364,
1197,18.06.2015 11:00:00,23.062,
1198,18.06.2015 11:20:00,22.8825,3.647
1199,18.06.2015 11:40:00,22.7638,
1200,18.06.2015 12:00:00,22.6867,
1201,18.06.2015 12:20:00,22.6026,
1202,18.06.2015 12:40:00,22.5461,
1203,18.06.2015 13:00:00,22.5576,
1204,18.06.2015 13:20:00,22.613,
1205,18.06.2015 13:40:00,22.6668,
1206,18.06.2015 14:00:00,22.6968,
1207,18.06.2015 14:20:00,22.675,
1208,18.06.2015 14:40:00,22.67,
1209,18.06.2015 15:00:00,1.0504,
1210,18.06.2015 15:20:00,0.0190811,
1211,18.06.2015 15:40:00,0.0452824,
1212,18.06.2015 16:00:00,0.0488768,
1213,18.06.2015 16:20:00,0.0475349,
1214,18.06.2015 16:40:00,0.0524378,
1215,18.06.2015 17:00:00,0.0418882,
1216,18.06.2015 17:20:00,0.0462265,
1217,18.06.2015 17:40:00,0.0475683,
1218,18.06.2015 18:00:00,0.0494232,
1219,18.06.2015 18:20:00,0.0456648,
1220,18.06.2015 18:40:00,0.0462265,
1221,18.06.2015 19:00:00,0.0505495,
1222,18.06.2015 19:20:00,0.0414906,3.5
1223,18.06.2015 19:40:00,0.218381,
1224,18.06.2015 20:00:00,15.7717,
1225,18.06.2015 20:20:00,18.3233,
1226,18.06.2015 20:40:00,19.731,
1227,18.06.2015 21:00:00,22.2467,3.638
1228,18.06.2015 21:20:00,22.4655,
1229,18.06.2015 21:40:00,22.4757,
1230,18.06.2015 22:00:00,22.4299,
1231,18.06.2015 22:20:00,22.3864,
1232,18.06.2015 22:40:00,22.3622,
1233,18.06.2015 23:00:00,22.3267,
1234,18.06.2015 23:20:00,22.2741,
1235,18.06.2015 23:40:00,22.23,
1236,19.06.2015 00:00:00,22.1853,
1237,19.06.2015 00:20:00,22.1481,
1238,19.06.2015 00:40:00,22.1098,
1239,19.06.2015 01:00:00,22.0743,
1240,19.06.2015 01:20:00,22.0436,
1241,19.06.2015 01:40:00,22.0152,
1242,19.06.2015 02:00:00,21.9867,
1243,19.06.2015 02:20:00,21.9593,
1244,19.06.2015 02:40:00,21.9395,
1245,19.06.2015 03:00:00,21.9152,
1246,19.06.2015 03:20:00,21.9075,
1247,19.06.2015 03:40:00,21.9073,
1248,19.06.2015 04:00:00,21.8967,
1249,19.06.2015 04:20:00,21.8982,
1250,19.06.2015 04:40:00,21.893,
1251,19.06.2015 05:00:00,21.905,3.653
1252,19.06.2015 05:20:00,21.9059,
1253,19.06.2015 05:40:00,21.9057,
1254,19.06.2015 06:00:00,21.9139,
1255,19.06.2015 06:20:00,21.9123,
1256,19.06.2015 06:40:00,21.9143,
1257,19.06.2015 07:00:00,21.9104,
1258,19.06.2015 07:20:00,21.9018,
1259,19.06.2015 07:40:00,21.8982,
1260,19.06.2015 08:00:00,21.8897,
1261,19.06.2015 08:20:00,21.8827,
1262,19.06.2015 08:40:00,21.8698,
1263,19.06.2015 09:00:00,21.8438,
1264,19.06.2015 09:20:00,21.832,
1265,19.06.2015 09:40:00,21.8117,
1266,19.06.2015 10:00:00,21.7997,
1267,19.06.2015 10:20:00,21.7776,
1268,19.06.2015 10:40:00,21.748,
1269,19.06.2015 11:00:00,21.7299,
1270,19.06.2015 11:20:00,21.6905,
1271,19.06.2015 11:40:00,21.6668,
